"Materials Table.  Posted Version 12.7, 8-Feb-2012",,,,,,,,,Added cost calculation,,,,
Material ID,Material,Supplier,Category,Table Price,Unit 1,Unit 2,C1,C2,Size1,Size2,Calc Value,Modified,Comments
414,"Fuel Check Valve, In-line, Plastic Rollover",Any,Fuel System, $7.00 ,unit,,,,,,,1-Mar-09,
415,"Cable Tie Mount, Adhesive Backed",Any,Hardware, $0.15 ,unit,,,,,,,23-May-10,"Adhesive mount for connecting cable ties, zip ties, etc.  Normally is injection molded with a single loop for tie wrap connection."
416,"Coupling, Shaft, Helical Beam",Any,Hardware,([C1]*[Size1]+[C2]),mm,,0.125,8,0,,8,29-Mar-09,[Size1]=Coupling Outer Diameter (mm).
417,Drawbolt Catch & Hook,Any,Hardware, $1.25 ,unit,,,,,,,18-Apr-10,
418,"Grommet, Elastomer",Any,Hardware, $0.05 ,unit,,,,,,,,"Any size, any material"
419,"Locating Pin, Bullet-Nose Dowel, Steel",Any,Hardware,[C1]*[Size1]+[C2],mm,,0.032,1.12,0,,1.12,,[Size1]=Dowel diameter (mm)
420,"Locating Pin, Liner, Steel",Any,Hardware,[C1]*[Size1]+[C2],mm,,0.05,2.34,0,,2.34,,[Size1]=Hole diameter for dowel (mm)
421,"Piano Hinge, Aluminum",Any,Hardware,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.04,1.16,0,0, $1.16 ,14-Mar-09,"[Size1]=Hing pin diameter (mm), [Size2]=Open width (mm).  Hinge cost does not include any holes."
422,"Mount, Vibration-Damping Sandwich
",Any,Hardware,[C1]*[Size1]+[C2],mm,,0.27,0,0,,0,29-Mar-09,[Size1]=Mount Outer Diameter (mm).
423,Woodruff Key,Any,Hardware,0.1,unit,,,,,,,17-Mar-09,Any size up to 6.35mm width
424,Adhesive,Any,Misc., $-   ,unit,,,,,,,,"Included in process cost (brush apply, aerosol apply, etc.).  Includes glue, thread locker, etc."
425,Cable Adjuster,Any,Misc.,$1.00,unit,,,,,,,1-Mar-09,
426,Clevis,Any,Misc., [C1]*[Size1]^2+[C2] ,mm,,0.01,0.61,0,, $0.61 ,22-Feb-09,[Size1]=bore size (diameter of hole).  Includes male/female and left/right threads.
427,Filler Cap,Any,Misc., $3.00 ,unit,,,,,,,,"Fuel, cooling system, etc."
428,"Gearbox Oil Temp. Control Valve, GearZmo",GearZmo,Misc., $232.00 ,unit,,,,,,,22-Feb-09,
429,Head Rest Padding,Any,Misc., $0.005 ,cm^3,,,,,,,,
430,Heat Barrier,Any,Misc., $50.00 ,m^2,,,,,,,,Adhesive film (foil) or matting for reflecting head.
431,Mirror Lens,Any,Misc., $0.15 ,cm^2,,,,,,,,
432,"Mirror, Rear View, Housing (All Cost as Made)",Any,Misc., $-   ,in^2,,,,,,,,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
433,Paint,Any,Misc., $10.00 ,m^2,,,,,,,,
434,Roll Hoop Padding,Any,Misc., $0.05 ,cm,,,,,,,,
435,Seat (All Cost as Made),Any,Misc., $-   ,unit,,,,,,,,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
436,Tape,Any,Misc., $-   ,unit,,,,,,,18-Apr-10,Included in process cost
437,"Throttle Linkage, Tilton, 72-790",Tilton,Misc.,$85.00,unit,,,,,,,1-Mar-09,
438,"Pedal Assembly, Optimum Balance Products OBP0181",Optimum Balance Products,Pedals,$110.00,unit,,,,,,,21-Apr-09,With bias bar adjustment
439,"Pedal Assembly, Tilton, 72-680",Tilton,Pedals,$360.00,unit,,,,,,,1-Mar-09,
440,"Pedal, Wilwood, 340-1285",Wilwood,Pedals,$61.00,unit,,,,,,,18-Apr-10,
441,"Adapter, Hex Nipple, Brass",Any,Plumbing,[C1]*[Size1]+[C2],mm,,1.1,0.22,0,,0.22,8-Mar-09,[Size1]=Pipe Size (mm)
442,"Adapter, Hex Nipple, Reducing, Brass",Any,Plumbing,[C1]*[Size1]*[Size2]+[C2],mm,,0.02,2.23,0,0, $2.23 ,8-Mar-09,[Size1]=Inlet Pipe Size (mm).  [Size2]=Outlet Pipe Size (mm)
443,Adapter/L.P.///Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.176,0.056,0,,0.056,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
444,Adapter/L.P./Barb to Male Pipe/Elbow/Plastic,Any,Plumbing, $0.50 ,unit,,,,,,,19-Apr-09,Up to 25.4mm diameter inlet and outlet size.  Low Pressure.
445,Adapter/L.P./Barb to Male Pipe/Straight/Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.032,1.33,0,0, $1.33 ,29-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Pipe Size (mm).  Low Pressure."
446,Adapter/L.P./Barb to Male Pipe/Straight/Plastic,Any,Plumbing, $0.50 ,unit,,,,,,,19-Apr-09,Up to 25.4mm diameter inlet and outlet size.  Low Pressure.
447,Adapter/L.P./Barb to Male Pipe/90 Deg./Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.048,1.995,0,0, $2.00 ,29-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Pipe Size (mm).  Low Pressure."
448,Adapter/L.P./Bulkhead Male Connector//Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0155,5.82,0,0, $5.82 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
449,Adapter/L.P./Bulkhead Run Tee//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.019,10.67,0,0, $10.67 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
450,Adapter/L.P./Bulkhead Run Tee//Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0155,15.24,0,0, $15.24 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
451,Adapter/L.P./Bulkhead Tee//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.014,10.54,0,0, $10.54 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
452,Adapter/L.P./Bulkhead Tee//Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.015,12.91,0,0, $12.91 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
453,Adapter/L.P./Bulkhead Union//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.008,3.3,0,0, $3.30 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
454,Adapter/L.P./Bulkhead Union//Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0072,5.47,0,0, $5.47 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
455,Adapter/L.P./Bulkhead Union/45 deg./Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.024,2.36,0,0, $2.36 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
456,Adapter/L.P./Bulkhead Union/45 deg./Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.024,2.36,0,0, $2.36 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
457,Adapter/L.P./Bulkhead Union/90 deg./Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.013,6.47,0,0, $6.47 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
458,Adapter/L.P./Bulkhead Union/90 deg./Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.01,12.15,0,0, $12.15 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
459,Adapter/L.P./Elbow/FeMale to Male Pipe/90 deg./Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.144,8.63,0,0, $8.63 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
460,Adapter/L.P./Female Flare Tee//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.024,7.55,0,0, $7.55 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
461,Adapter/L.P./Female Flare Tee//Brass,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.01,3.02,0,0, $3.02 ,15-Mar-11,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
462,Adapter/L.P./Female Pipe Tee//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.07,13.1,0,0, $13.10 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
463,Adapter/L.P./FemAle Pipe to Male Flare//Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.018,6.45,0,0, $6.45 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
464,Adapter/L.P./Male Branch Tee//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.08,8.92,0,0, $8.92 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
465,Adapter/L.P./Male Flare to Pipe//Aluminum/Nickel-Plated,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.004,4.34,0,0, $4.34 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
466,Adapter/L.P./Male Flare to Pipe//Brass/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0016,1.74,0,0, $1.74 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
467,Adapter/L.P./Male Flare to Pipe//Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0006,1.47,0,0, $1.47 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
468,Adapter/L.P./Male Flare to Pipe/45 deg./Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0002,11.55,0,0, $11.55 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
469,Adapter/L.P./Male Flare to Pipe/45 deg./Aluminum/Nickel-Plated,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0004,18.59,0,0, $18.59 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
470,Adapter/L.P./Male Flare to Pipe/45 deg./Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0006,6.78,0,0, $6.78 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
471,Adapter/L.P./Male Flare to Pipe/90 deg./Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0004,5.28,0,0, $5.28 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
472,Adapter/L.P./Male Flare to Pipe/90 deg./Aluminum/Nickel-Plated,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0006,9,0,0, $9.00 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
473,Adapter/L.P./Male Flare to Pipe/90 deg./Brass/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0002,2.11,0,0, $2.11 ,7-May-11,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
474,Adapter/L.P./Male Flare to Pipe/90 deg./Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0003,1.88,0,0, $1.88 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
475,Adapter/L.P./Male Pip Nipple//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.035,3.5,0,0, $3.50 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
476,Adapter/L.P./Male Run Tee//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.066,9.79,0,0, $9.79 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
477,Adapter/L.P./Male Run Tee//Steel/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.069,10.98,0,0, $10.98 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
478,Adapter/L.P./Pipe Coupling//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.067,3.93,0,0, $3.93 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
479,Adapter/L.P./Pipe to Pipe//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.016,7.2,0,0, $7.20 ,11-Mar-09,"[Size1]=Inlet Pipe Size (mm), [Size2]=Outlet Pipe Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure"
480,Adapter/L.P./Union Reducer//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0063,1.75,0,0, $1.75 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
481,Adapter/L.P./Union Reducer//Brass,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0025,0.7,0,0, $0.70 ,15-Mar-11,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
482,Adapter/L.P./Union Tee//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.012,7.13,0,0, $7.13 ,11-Mar-09,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
483,Adapter/L.P./Union Tee//Brass/,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.005,2.85,0,0, $2.85 ,7-May-11,"[Size1]=Largest Hose Size (mm), [Size2]=2nd Largest Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm (use two largest sizes and ignore 3rd outlet).  Low Pressure."
484,Adapter/L.P./Union//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0063,1.75,0,0, $1.75 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
485,Adapter/L.P./Union/90 deg./Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0124,9.33,0,0, $9.33 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
486,Adapter/L.P./Union/90 deg./Brass,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.005,3.73,0,0, $3.73 ,15-Mar-11,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
487,Adapter/L.P./Union/FeMale Flare//Aluminum/Anodized,Any,Plumbing, [C1]*[Size1]*[Size2]+[C2] ,mm,mm,0.0089,4.2,0,0, $4.20 ,11-Mar-09,"[Size1]=Inlet Hose Size (mm), [Size2]=Outlet Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  Low Pressure."
488,"Banjo Bolt, Aluminum",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.68,0,0,,0,24-Mar-09,[Size1]=Thread Size (mm).
489,"Banjo Bolt, Steel",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.68,0,0,,0,24-Mar-09,[Size1]=Thread Size (mm).
490,"Banjo Fitting, 45 Deg., Aluminum",Any,Plumbing,[C1]*[Size1]+[C2],mm,,1.25,1.875,0,,1.875,24-Mar-09,[Size1]=Inlet Fitting Size (mm).
491,"Banjo Fitting, 45 Deg., Steel",Any,Plumbing,[C1]*[Size1]+[C2],mm,,2.625,0,0,,0,24-Mar-09,[Size1]=Inlet Fitting Size (mm).
492,"Banjo Fitting, 90 Deg., Aluminum",Any,Plumbing,[C1]*[Size1]+[C2],mm,,1.5,2.25,0,,2.25,24-Mar-09,[Size1]=Inlet Fitting Size (mm).
493,"Banjo Fitting, 90 Deg., Steel",Any,Plumbing,[C1]*[Size1]+[C2],mm,,3.15,0,0,,0,24-Mar-09,[Size1]=Inlet Fitting Size (mm).
494,"Banjo Fitting, Aluminum",Any,Plumbing,[C1]*[Size1]+[C2],mm,,1,1.5,0,,1.5,24-Mar-09,[Size1]=Inlet Fitting Size (mm).
495,"Banjo Fitting, Double, Aluminum",Any,Plumbing,[C1]*[Size1]+[C2],mm,,1.5,2.25,0,,2.25,24-Mar-09,[Size1]=Largest Inlet Fitting Size (mm).
496,"Banjo Fitting, Double, Steel",Any,Plumbing,[C1]*[Size1]+[C2],mm,,3.15,0,0,,0,24-Mar-09,[Size1]=Largest Inlet Fitting Size (mm).
497,"Banjo Fitting, Steel",Any,Plumbing,[C1]*[Size1]+[C2],mm,,2.1,0,0,,0,24-Mar-09,[Size1]=Inlet Fitting Size (mm).
498,"Bleedscrew, Hydraulic (Brake, clutch, etc.)",Any,Plumbing, $1.00 ,unt,,,,,,,,"Any size, materiAluminum"
499,"Break Coupling, Dry, Female, KC Engineering",KC Engineering,Plumbing, $85.00 ,unit,,,,,,,23-May-10,Sizes up to 8mm
500,"Break Coupling, Dry, Female, Staubli",Staubli,Plumbing, $85.00 ,unit,,,,,,,14-Mar-09,Sizes up to 8mm
501,"Break Coupling, Dry, Male, KC Engineering",KC Engineering,Plumbing, $73.50 ,unit,,,,,,,23-May-10,Sizes up to 8mm
502,"Break Coupling, Dry, Male, Staubli",Staubli,Plumbing, $73.50 ,unit,,,,,,,14-Mar-09,Sizes up to 8mm
503,"Check Valve, High Press, Adj, In-Line, Generant",Generant,Plumbing, $10.00 ,unit,,,,,,,19-Apr-09,
504,Crush Washer,Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.027,0.12,0,,0.12,24-Mar-09,"[Size1]=Inner Diameter (mm).  Any material (steel, aluminum, copper, etc.)"
505,"Drain Plug, Hex Head, Magnetic",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.093,0.05,0,,0.05,8-Mar-09,[Size1]=Threaded Diameter (mm)
506,"Drain Plug, Square Head, Magnetic",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.093,0.05,0,,0.05,8-Mar-09,[Size1]=Threaded Diameter (mm)
507,"Fitting, Fuel Pressure Gauge",Any,Plumbing, $3.00 ,unit,,,,,,,1-Mar-09,"12.7mm Barb End (x2), 3.175mm NPT Female"
508,"Fitting, JT2000, Quick Con. Plug to Flare, 45 Deg.",Jiffy-Tite,Plumbing, $14.50 ,unit,,,,,,,1-Mar-09,Jiffy-Tite 2000 Series.  Sizes up to 12.7mm Flare
509,"Fitting, JT2000, Quick Con. Plug to Flare, 90 Deg.",Jiffy-Tite,Plumbing, $14.50 ,unit,,,,,,,1-Mar-09,Jiffy-Tite 2000 Series.  Sizes up to 12.7mm Flare
510,"Fitting, JT2000, Quick Con. Plug to Flare, Str.",Jiffy-Tite,Plumbing, $11.50 ,unit,,,,,,,1-Mar-09,Jiffy-Tite 2000 Series.  Sizes up to 12.7mm Flare
511,"Fitting, JT2000, Quick Con. Socket to Flare, 45 Deg.",Jiffy-Tite,Plumbing, $16.00 ,unit,,,,,,,1-Mar-09,Jiffy-Tite 2000 Series.  Sizes up to 12.7mm Flare
512,"Fitting, JT2000, Quick Con. Socket to Flare, 90 Deg.",Jiffy-Tite,Plumbing, $18.50 ,unit,,,,,,,1-Mar-09,Jiffy-Tite 2000 Series.  Sizes up to 12.7mm Flare
513,"Fitting, JT2000, Quick Con. Socket to Flare, Straight",Jiffy-Tite,Plumbing, $17.50 ,unit,,,,,,,1-Mar-09,Jiffy-Tite 2000 Series.  Sizes up to 12.7mm Flare
514,"Fitting, Push-to-Connect, Plastic, Elbow 90°",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.25,0.4,0,,0.4,25-Mar-09,"[Size1]=Tube Outer Diameter, Largest end (mm)."
515,"Fitting, Push-to-Connect, Plastic, Straight",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.25,0.4,0,,0.4,25-Mar-09,"[Size1]=Tube Outer Diameter, Largest end (mm)."
516,"Fitting, Push-to-Connect, Plastic, Tee",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.2,0.95,0,,0.95,8-Mar-09,[Size1]=Tube Outer Diameter (mm)
517,"Fitting, Push-to-Connect, Plastic, Wye",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.2,0.95,0,,0.95,8-Mar-09,[Size1]=Tube Outer Diameter (mm)
518,"Fitting, Weld-in, Male, Aluminum",,Plumbing, [C1]*EXP([C2]*[Size1]) ,mm,,1.3,0.044,0,, $1.30 ,18-Mar-09,"[Size1]=Flare Size (mm).  For cost as made oil reservoir tanks, etc."
519,"Fitting, Wiggins, Clamshell Assembly",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.5,16,0,,16,14-Mar-09,[Size1]=Tube Outer Diameter (mm)
520,"Fitting, Wiggins, Coupling Assembly",Any,Plumbing,[C1]*[Size1]+[C2],mm,,1.6,8,0,,8,14-Mar-09,[Size1]=Tube Outer Diameter (mm)
521,"Fitting, Wiggins, Weld Ferrule",Any,Plumbing,[C1]*[Size1]+[C2],mm,,0.32,4.5,0,,4.5,14-Mar-09,[Size1]=Tube Outer Diameter (mm)
522,Fitting/H.P./Elbow/45 deg./Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.9,7.3,0,,7.3,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
523,Fitting/H.P./Elbow/90 deg./Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.6,9.5,0,,9.5,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
524,Fitting/H.P./MAluminume Flare//Brass/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0,11,0,,11,15-Mar-11,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
525,Fitting/H.P./MAluminume Inverted Flare//Brass/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,1.04,-0.41,0,,-0.41,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
526,Fitting/H.P./MAluminume Inverted Flare//Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.43,6.8,0,,6.8,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
527,Fitting/H.P./MAluminume Inverted Flare/45 deg./Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0,12,0,,12,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
528,Fitting/H.P./MAluminume Inverted Flare/90 deg./Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0,15,0,,15,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
529,Fitting/H.P./MAluminume Pipe//Brass/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0.67,-2.1,0,,-2.1,15-Mar-11,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
530,Fitting/H.P./MAluminume Pipe//Steel/,,Plumbing, [C1]*[Size1]+[C2] ,mm,,0,8,0,,8,11-Mar-09,"[Size1]=Hose Size (mm), e.g. AN4 = 4/16 inch = 6.35mm.  High Pressure."
